epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,279.229,1.73796,2.42273,1.14161,1.0974,0.779,0.65315,0.72344,0.35501,0.71093,0.64253,0.66861,0.2802,1.72845,2.44783,1.14795,1.12324,0.0015347,0.0015347,0.0015347
49,284.869,1.73397,2.41977,1.12796,1.09432,0.80954,0.68919,0.73538,0.35389,0.77924,0.68919,0.72021,0.30886,1.77729,2.4448,1.13381,1.14665,0.0015248,0.0015248,0.0015248
50,290.459,1.72416,2.38208,1.11567,1.07681,0.83656,0.65315,0.72044,0.34679,0.80277,0.62613,0.70703,0.29428,1.72303,2.4734,1.18166,1.1274,0.0015149,0.0015149,0.0015149
51,296.044,1.72751,2.40169,1.12956,1.07701,0.79427,0.66667,0.73229,0.36205,0.71715,0.6982,0.72945,0.29635,1.71231,2.48889,1.15072,1.11811,0.001505,0.001505,0.001505
52,301.673,1.70798,2.40284,1.10027,1.06883,0.78057,0.65698,0.70777,0.33738,0.75891,0.61261,0.69967,0.2913,1.73751,2.47464,1.19132,1.13403,0.0014951,0.0014951,0.0014951
53,307.379,1.70765,2.40885,1.10912,1.07144,0.78815,0.68018,0.72533,0.33097,0.78456,0.67256,0.73019,0.30854,1.79958,2.50364,1.18031,1.15691,0.0014852,0.0014852,0.0014852
54,312.984,1.72048,2.32409,1.10435,1.07727,0.82234,0.73423,0.75223,0.35581,0.77887,0.69369,0.72377,0.28847,1.72253,2.49801,1.12812,1.12911,0.0014753,0.0014753,0.0014753
55,318.584,1.71528,2.35265,1.09034,1.08705,0.81167,0.73771,0.73349,0.35478,0.77729,0.68018,0.69675,0.26548,1.64601,2.44943,1.12115,1.10635,0.0014654,0.0014654,0.0014654
56,324.17,1.69309,2.33614,1.11015,1.07808,0.80213,0.72072,0.74062,0.37581,0.78866,0.64414,0.68646,0.28274,1.66948,2.42184,1.15599,1.12193,0.0014555,0.0014555,0.0014555
57,329.753,1.72307,2.36586,1.10597,1.07296,0.82419,0.6982,0.74541,0.37706,0.75439,0.66667,0.68686,0.29034,1.69958,2.46435,1.13494,1.12303,0.0014456,0.0014456,0.0014456
58,335.331,1.70709,2.29917,1.07285,1.07352,0.76152,0.73874,0.73565,0.37167,0.72819,0.66372,0.67149,0.24878,1.62863,2.48927,1.14118,1.10467,0.0014357,0.0014357,0.0014357
59,340.916,1.69397,2.37297,1.11298,1.0753,0.85116,0.73423,0.75166,0.36291,0.83656,0.71476,0.7495,0.3062,1.71104,2.51122,1.14426,1.12156,0.0014258,0.0014258,0.0014258
60,346.511,1.67199,2.29321,1.07785,1.06868,0.77603,0.7027,0.74816,0.37564,0.81393,0.65766,0.72133,0.28906,1.64726,2.42304,1.16179,1.11656,0.0014159,0.0014159,0.0014159
61,352.148,1.71469,2.31988,1.10967,1.07802,0.77922,0.71171,0.7522,0.37664,0.72416,0.68018,0.71187,0.29056,1.65262,2.44643,1.13921,1.11337,0.001406,0.001406,0.001406
62,357.733,1.68328,2.31365,1.08451,1.07505,0.8064,0.75676,0.75798,0.37711,0.74003,0.69369,0.6809,0.27096,1.66882,2.4884,1.14434,1.11673,0.0013961,0.0013961,0.0013961
63,363.361,1.69158,2.31371,1.0633,1.07337,0.79917,0.70721,0.76214,0.36332,0.72017,0.61442,0.6406,0.24765,1.6754,2.5406,1.14577,1.11493,0.0013862,0.0013862,0.0013862
64,368.992,1.66471,2.31892,1.07863,1.07531,0.77151,0.71171,0.75853,0.3422,0.7764,0.71622,0.78026,0.34379,1.77103,2.47209,1.08229,1.12786,0.0013763,0.0013763,0.0013763
65,374.609,1.68562,2.32316,1.07357,1.06569,0.85047,0.69369,0.74598,0.36397,0.81097,0.69369,0.7525,0.30671,1.70704,2.47622,1.13538,1.12137,0.0013664,0.0013664,0.0013664
66,380.054,1.67215,2.28949,1.06041,1.06134,0.81982,0.73423,0.7745,0.36362,0.81866,0.6982,0.74303,0.30548,1.73569,2.46698,1.11532,1.1292,0.0013565,0.0013565,0.0013565
67,385.534,1.68904,2.33849,1.07912,1.06865,0.82259,0.7027,0.74917,0.36986,0.77745,0.64414,0.69772,0.29163,1.68583,2.44233,1.16205,1.11079,0.0013466,0.0013466,0.0013466
68,391.019,1.65869,2.30468,1.06117,1.06786,0.82493,0.72167,0.73999,0.30667,0.80601,0.71121,0.73373,0.31239,1.86729,2.60448,1.15502,1.17151,0.0013367,0.0013367,0.0013367
69,396.83,1.63837,2.31088,1.04542,1.06398,0.79272,0.70631,0.73897,0.3688,0.73181,0.62613,0.64814,0.24734,1.62323,2.51251,1.1478,1.09337,0.0013268,0.0013268,0.0013268
70,402.453,1.66171,2.32283,1.05457,1.06285,0.78241,0.73874,0.74844,0.35303,0.78265,0.71171,0.7512,0.29324,1.76646,2.48516,1.10071,1.12987,0.0013169,0.0013169,0.0013169
71,408.047,1.63272,2.28013,1.04718,1.05591,0.80172,0.72072,0.75635,0.36809,0.73288,0.63029,0.69926,0.29017,1.70887,2.43103,1.17363,1.13799,0.001307,0.001307,0.001307
72,413.621,1.65367,2.25861,1.03146,1.06639,0.77601,0.6982,0.73043,0.34993,0.74543,0.67117,0.68713,0.27568,1.74587,2.63902,1.15079,1.12037,0.0012971,0.0012971,0.0012971
73,419.237,1.65749,2.32023,1.04844,1.07108,0.8272,0.72523,0.74143,0.31378,0.82206,0.72072,0.76034,0.31356,1.87543,2.65231,1.12455,1.1731,0.0012872,0.0012872,0.0012872
74,424.826,1.63904,2.25859,1.03464,1.05975,0.82885,0.72523,0.76647,0.37567,0.78843,0.68823,0.72469,0.28837,1.69098,2.50089,1.12197,1.11466,0.0012773,0.0012773,0.0012773
75,430.425,1.64155,2.25193,1.05177,1.05852,0.79368,0.72973,0.77689,0.3779,0.76542,0.64672,0.68937,0.26892,1.64661,2.42984,1.10417,1.10287,0.0012674,0.0012674,0.0012674
76,436.032,1.64397,2.27042,1.02897,1.05476,0.8265,0.77252,0.77216,0.35702,0.82565,0.72523,0.7561,0.29351,1.71281,2.47053,1.12057,1.11619,0.0012575,0.0012575,0.0012575
77,441.62,1.6444,2.30434,1.02494,1.06538,0.79682,0.70663,0.7701,0.37117,0.77278,0.68919,0.74188,0.30392,1.71741,2.54518,1.15197,1.12291,0.0012476,0.0012476,0.0012476
78,447.371,1.6257,2.30072,1.05663,1.05735,0.87087,0.73874,0.77859,0.36929,0.84397,0.70661,0.74447,0.29778,1.70864,2.51512,1.11522,1.11611,0.0012377,0.0012377,0.0012377
79,452.956,1.64308,2.23404,1.01467,1.0557,0.79489,0.7027,0.73,0.3652,0.72098,0.64019,0.65176,0.26021,1.67315,2.49902,1.12471,1.11305,0.0012278,0.0012278,0.0012278
80,458.565,1.60624,2.26958,1.01905,1.04921,0.8107,0.75236,0.76028,0.35237,0.82333,0.72072,0.76283,0.31754,1.76318,2.56155,1.08479,1.12385,0.0012179,0.0012179,0.0012179
81,464.16,1.61545,2.25242,1.02169,1.0543,0.78538,0.70882,0.73814,0.37601,0.7203,0.64865,0.67402,0.26369,1.63847,2.46019,1.11986,1.09976,0.001208,0.001208,0.001208
82,469.741,1.61565,2.24763,1.02454,1.06087,0.81849,0.7027,0.73776,0.35004,0.73991,0.63964,0.63832,0.25304,1.6822,2.50828,1.13961,1.11335,0.0011981,0.0011981,0.0011981
83,475.342,1.59666,2.24457,1.00367,1.03923,0.82015,0.73874,0.76957,0.36726,0.80681,0.71485,0.72315,0.29157,1.67831,2.45894,1.16428,1.10223,0.0011882,0.0011882,0.0011882
84,480.956,1.59371,2.2193,1.00672,1.04539,0.83663,0.73815,0.78078,0.37303,0.81225,0.68468,0.75182,0.31877,1.72374,2.46929,1.11948,1.13824,0.0011783,0.0011783,0.0011783
85,486.547,1.60394,2.28679,0.99932,1.04021,0.78387,0.71622,0.73857,0.35924,0.72469,0.65766,0.67516,0.27495,1.73598,2.51105,1.11449,1.12716,0.0011684,0.0011684,0.0011684
86,492.184,1.61206,2.25389,1.01297,1.04582,0.81958,0.72072,0.73295,0.35433,0.75811,0.66667,0.66611,0.28672,1.69625,2.48551,1.14247,1.11916,0.0011585,0.0011585,0.0011585
87,497.751,1.60621,2.21398,0.9895,1.04094,0.81152,0.72072,0.73466,0.33048,0.81022,0.68018,0.72451,0.30253,1.86611,2.66324,1.125,1.17288,0.0011486,0.0011486,0.0011486
88,503.339,1.60841,2.2181,0.98506,1.03818,0.80654,0.76998,0.76574,0.3778,0.81879,0.73273,0.7683,0.31432,1.68236,2.4209,1.09066,1.11989,0.0011387,0.0011387,0.0011387
89,508.99,1.576,2.1895,0.9811,1.04738,0.79901,0.75208,0.75618,0.38233,0.80524,0.66667,0.68167,0.28933,1.65741,2.50018,1.13843,1.11744,0.0011288,0.0011288,0.0011288
90,514.591,1.57293,2.18938,0.96987,1.03837,0.85883,0.73423,0.76124,0.357,0.81187,0.6998,0.73503,0.31037,1.74878,2.5417,1.07791,1.12461,0.0011189,0.0011189,0.0011189
91,520.401,1.61391,2.21372,0.98413,1.0396,0.83697,0.71687,0.75756,0.34795,0.82519,0.65918,0.70763,0.29486,1.7791,2.6002,1.11238,1.14064,0.001109,0.001109,0.001109
92,526.41,1.56161,2.19355,0.97214,1.03313,0.84818,0.7298,0.77705,0.39185,0.81328,0.68671,0.74737,0.32485,1.70843,2.43595,1.08603,1.12044,0.0010991,0.0010991,0.0010991
93,532.233,1.58268,2.22505,0.97552,1.03622,0.8394,0.7534,0.76811,0.3655,0.77434,0.68018,0.67261,0.28681,1.7836,2.54864,1.09161,1.15465,0.0010892,0.0010892,0.0010892
94,538.318,1.57936,2.19074,0.94018,1.03957,0.84039,0.77477,0.78856,0.39711,0.80882,0.74775,0.76518,0.32121,1.66773,2.42543,1.03787,1.1044,0.0010793,0.0010793,0.0010793
95,544.013,1.58557,2.14688,0.96851,1.03657,0.84316,0.72649,0.76936,0.37699,0.78532,0.70854,0.71012,0.30424,1.73829,2.54338,1.10093,1.10663,0.0010694,0.0010694,0.0010694
96,549.574,1.55899,2.17828,0.94717,1.02373,0.86828,0.73874,0.7806,0.3704,0.82659,0.7027,0.74092,0.31129,1.75102,2.50075,1.08723,1.1264,0.0010595,0.0010595,0.0010595
97,555.055,1.55782,2.18761,0.96766,1.02476,0.80243,0.76126,0.7772,0.35717,0.77869,0.73874,0.73399,0.31336,1.78963,2.49523,1.08848,1.13413,0.0010496,0.0010496,0.0010496
98,560.541,1.60745,2.21007,0.98963,1.04239,0.85487,0.74293,0.79246,0.37864,0.8051,0.70721,0.74935,0.30214,1.73455,2.5091,1.09498,1.13266,0.0010397,0.0010397,0.0010397
99,566.167,1.54903,2.18462,0.94386,1.02693,0.80626,0.76126,0.75739,0.36244,0.79831,0.75225,0.75071,0.30634,1.76127,2.51463,1.1061,1.1193,0.0010298,0.0010298,0.0010298
100,571.792,1.5856,2.22063,0.95317,1.03563,0.81948,0.77477,0.7837,0.37668,0.75934,0.6982,0.72405,0.30844,1.75787,2.51379,1.06997,1.1201,0.0010199,0.0010199,0.0010199
101,577.451,1.56681,2.16677,0.96398,1.03605,0.83486,0.77427,0.78131,0.33742,0.80128,0.74467,0.75173,0.29505,1.84063,2.60929,1.05463,1.16212,0.00101,0.00101,0.00101
102,583.043,1.58806,2.168,0.95377,1.03937,0.8318,0.76577,0.77026,0.37635,0.80797,0.72023,0.74863,0.29996,1.7749,2.52749,1.07422,1.13965,0.0010001,0.0010001,0.0010001
103,588.649,1.55693,2.17209,0.96014,1.03011,0.83445,0.73423,0.76,0.34226,0.80652,0.71353,0.73861,0.27981,1.82601,2.55186,1.10973,1.16145,0.0009902,0.0009902,0.0009902
104,594.264,1.52819,2.16791,0.93339,1.01873,0.85823,0.74775,0.78044,0.35792,0.80636,0.7027,0.73212,0.29796,1.77118,2.56924,1.10707,1.13702,0.0009803,0.0009803,0.0009803
105,599.846,1.55616,2.12784,0.93607,1.03263,0.79716,0.77477,0.76788,0.36545,0.82169,0.74775,0.7679,0.31909,1.75836,2.57472,1.04783,1.12342,0.0009704,0.0009704,0.0009704
